address,status,borough,longitude,latitude,spc_common,spc_latin
83-053 240 ST,Fair,Queens,-73.72663,40.734327,blackgum,nyssa sylvatica
2820 KINGSLAND AV,Fair,Bronx,-73.839324,40.867122,"maple, norway",acer platanoides
1552 CARROLL ST,Poor,Brooklyn,-73.936418,40.6664,london planetree,platanus acerifolia
79-012 267 ST,Fair,Queens,-73.705282,40.747783,"pear, callery",pyrus calleryana
1293 E 91 ST,Fair,Brooklyn,-73.902303,40.638126,"maple, norway",acer platanoides
80 LADD AV,Fair,Staten Island,-74.175246,40.561315,"maple, silver",acer saccharinum
50 MADISON AV,Fair,Manhattan,-73.986465,40.742953,"pear, callery",pyrus calleryana
89-028 91 ST,Fair,Queens,-73.852809,40.690216,"maple, norway",acer platanoides
927 RHINELANDER AV,Fair,Bronx,-73.860221,40.848965,"maple, norway",acer platanoides
241-002 87 AV,Fair,Queens,-73.725646,40.730641,"maple, silver",acer saccharinum
146 8 AV,Good,Manhattan,-74.001072,40.741747,honeylocust,gleditsia triacanthos
1729 FILLMORE ST,Fair,Bronx,-73.867764,40.843356,"maple, sugar",acer saccharum
523 W 134 ST,Poor,Manhattan,-73.953356,40.818501,planting site,planting site
16 CRITTENDON PL,Fair,Staten Island,-74.139748,40.634892,"mulberry, red",morus rubra
30 TEAKWOOD CT,Fair,Staten Island,-74.148989,40.564361,honeylocust,gleditsia triacanthos
499 E 8 ST,Fair,Brooklyn,-73.970537,40.637724,london planetree,platanus acerifolia
642 TYSENS LA,Fair,Staten Island,-74.113665,40.562277,"oak, pin",quercus palustris
157-067 9 AV,Fair,Queens,-73.802445,40.793355,"maple, silver",acer saccharinum
2627 E 22 ST,Good,Brooklyn,-73.94726,40.58805,london planetree,platanus acerifolia
341 59 ST,Fair,Brooklyn,-74.018908,40.642149,london planetree,platanus acerifolia
43-057 UNION ST,Fair,Queens,-73.820593,40.753663,"oak, northern red",quercus rubra
192 KIRSHON AV,Fair,Staten Island,-74.164407,40.61468,"maple, silver",acer saccharinum
559 TAYLOR AV,Fair,Bronx,-73.861767,40.816332,"ash, green",fraxinus pennsylvanica
53-022 BELL BLVD,Fair,Queens,-73.763939,40.75224,"maple, norway",acer platanoides
23-035 24 ST,Fair,Queens,-73.91819,40.776748,"ash, green",fraxinus pennsylvanica
37 KING ST,Good,Manhattan,-74.004359,40.727774,"oak, northern red",quercus rubra
75 BAY 28 ST,Fair,Brooklyn,-73.996886,40.601316,london planetree,platanus acerifolia
680 E 40 ST,Fair,Brooklyn,-73.938702,40.638917,"oak, pin",quercus palustris
72-012 67 ST,Good,Queens,-73.88597,40.701323,"ash, green",fraxinus pennsylvanica
45-023 41 ST,Fair,Queens,-73.923431,40.743234,london planetree,platanus acerifolia
71 GRAND AV,Good,Staten Island,-74.099894,40.616318,"maple, silver",acer saccharinum
87 WINDHAM LOOP,Fair,Staten Island,-74.16145,40.577777,"ash, green",fraxinus pennsylvanica
157-056 10 AV,Fair,Queens,-73.802813,40.792664,"linden, little leaf",tilia cordata
750 FAILLE ST,Fair,Bronx,-73.886704,40.815384,"maple, sycamore",acer pseudoplatanus
152-028 ROOSEVELT AV,Fair,Queens,-73.812258,40.764087,"linden, little leaf",tilia cordata
197-020 115 AV,Fair,Queens,-73.756252,40.697337,"oak, pin",quercus palustris
69-004 173 ST,Good,Queens,-73.796768,40.732706,"maple, norway",acer platanoides
1814 E 33 ST,Fair,Brooklyn,-73.936871,40.611357,"maple, norway",acer platanoides
243 E BROADWAY,Fair,Manhattan,-73.986115,40.714399,london planetree,platanus acerifolia
425 BAY ST,Fair,Staten Island,-74.076036,40.63187,"pear, callery",pyrus calleryana
7500 4 AV,Poor,Brooklyn,-74.024976,40.63076,london planetree,platanus acerifolia
357 CLERMONT AV,Fair,Brooklyn,-73.96958,40.686741,london planetree,platanus acerifolia
55-010 39 AV,Fair,Queens,-73.907915,40.748565,"maple, silver",acer saccharinum
433 DE KALB AV,Fair,Brooklyn,-73.960093,40.69037,"oak, pin",quercus palustris
242-009 NORTH CONDUIT BLVD,Fair,Queens,-73.735765,40.66658,"maple, norway",acer platanoides
121-009 85 AV,Poor,Queens,-73.830015,40.703328,"maple, sycamore",acer pseudoplatanus
1150 BRIGHTON BEACH AV,Fair,Brooklyn,-73.955717,40.577642,london planetree,platanus acerifolia
235 E 80 ST,Good,Manhattan,-73.956009,40.774634,"cherry, cornelian",cornus mas
136 BEACH AV,Good,Staten Island,-74.119374,40.570957,"maple, silver",acer saccharinum
44-066 LAUREL HILL BLVD,Good,Queens,-73.921106,40.735537,"maple, silver",acer saccharinum
3967 SAXON AV,Fair,Bronx,-73.889908,40.883184,"maple, norway",acer platanoides
200 E 28 ST,Fair,Manhattan,-73.980826,40.741956,"pear, callery",pyrus calleryana
245-058 77 CRES,Fair,Queens,-73.724169,40.743309,"maple, norway",acer platanoides
1215 Avenue M,Fair,Brooklyn,-73.962668,40.617688,"linden, little leaf",tilia cordata
336 LINCOLN AV,Fair,Brooklyn,-73.868824,40.681858,"maple, norway",acer platanoides
41 CARLTON BLVD,Fair,Staten Island,-74.098009,40.60541,sweetgum,liquidambar styraciflua
120 W 94 ST,Fair,Manhattan,-73.969072,40.791815,"hawthorn, other",crataegus species
80-005 88 ST,Fair,Queens,-73.860127,40.704708,"maple, norway",acer platanoides
26-030 213 ST,Fair,Queens,-73.776673,40.777894,"oak, pin",quercus palustris
115-015 114 PL,Fair,Queens,-73.823849,40.676589,ginkgo,ginkgo biloba
502 E 89 ST,Fair,Manhattan,-73.945633,40.777826,honeylocust,gleditsia triacanthos
217-020 54 AV,Fair,Queens,-73.762277,40.752593,"maple, norway",acer platanoides
2852 W 30 ST,Fair,Brooklyn,-73.996645,40.576421,honeylocust,gleditsia triacanthos
47-016 190 ST,Fair,Queens,-73.789402,40.750855,london planetree,platanus acerifolia
61-021 182 ST,Fair,Queens,-73.79174,40.73877,"linden, little leaf",tilia cordata
17 VANDAM ST,Fair,Brooklyn,-73.936804,40.725449,"maple, sugar",acer saccharum
197-020 58 AV,Fair,Queens,-73.77932,40.744851,london planetree,platanus acerifolia
23 RIDGECREST AV,Fair,Staten Island,-74.154077,40.535239,"maple, red",acer rubrum
83 GRANT AV,Fair,Brooklyn,-73.868594,40.688992,"maple, norway",acer platanoides
5835 KINGS HWY,Good,Brooklyn,-73.922651,40.653026,"maple, sugar",acer saccharum
25-025 86 ST,Poor,Queens,-73.882927,40.762981,"maple, norway",acer platanoides
24-016 96 ST,Poor,Queens,-73.873851,40.765942,london planetree,platanus acerifolia
532 W 123 ST,Fair,Manhattan,-73.958716,40.811647,ginkgo,ginkgo biloba
4510 SNYDER AV,Fair,Brooklyn,-73.934911,40.649818,"linden, little leaf",tilia cordata
301 BERTRAM AV,Good,Staten Island,-74.177689,40.528088,"maple, red",acer rubrum
64 RYAN PL,Fair,Staten Island,-74.166663,40.527559,"pear, callery",pyrus calleryana
117-004 85 AV,Fair,Queens,-73.833868,40.702359,"maple, norway",acer platanoides
111-021 111 AV,Fair,Queens,-73.827917,40.67863,"maple, norway",acer platanoides
1138 63 ST,Fair,Brooklyn,-74.003857,40.629283,honeylocust,gleditsia triacanthos
618 W 164 ST,Fair,Manhattan,-73.942033,40.838571,"linden, little leaf",tilia cordata
93-001 107 AV,Fair,Queens,-73.845134,40.678667,"maple, norway",acer platanoides
49 W 205 ST,Fair,Bronx,-73.890027,40.877137,"pear, callery",pyrus calleryana
4600 LIVINGSTON AV,Fair,Bronx,-73.904048,40.893279,london planetree,platanus acerifolia
1623 E 48 ST,Poor,Brooklyn,-73.929046,40.620956,planting site,planting site
86-081 WINCHESTER BLVD,Fair,Queens,-73.736064,40.731468,"oak, willow",quercus phellos
104-056 123 ST,Fair,Queens,-73.820163,40.686331,london planetree,platanus acerifolia
9 1 ST,Fair,Brooklyn,-73.992654,40.678867,london planetree,platanus acerifolia
150 RAMONA AV,Good,Staten Island,-74.190631,40.540498,"maple, silver",acer saccharinum
141-040 70 RD,Poor,Queens,-73.823905,40.728338,"maple, norway",acer platanoides
40 WASHINGTON SQ W,Poor,Manhattan,-73.999592,40.731037,honeylocust,gleditsia triacanthos
53 E 126 ST,Poor,Manhattan,-73.939808,40.806262,planting site,planting site
56-020 206 ST,Good,Queens,-73.771957,40.748295,"maple, norway",acer platanoides
256-001 JAMAICA AV,Fair,Queens,-73.708559,40.727638,"maple, norway",acer platanoides
40 W 84 ST,Good,Manhattan,-73.971431,40.784453,honeylocust,gleditsia triacanthos
579 DECATUR ST,Fair,Brooklyn,-73.91997,40.682991,london planetree,platanus acerifolia
4925 ARLINGTON AV,Fair,Bronx,-73.909566,40.897017,sweetgum,liquidambar styraciflua
91-032 114 ST,Poor,Queens,-73.83294,40.694363,planting site,planting site
48-068 189 ST,Fair,Queens,-73.788871,40.74764,"maple, norway",acer platanoides
81-004 256 ST,Good,Queens,-73.713989,40.742099,"pear, callery",pyrus calleryana
52-040 69 ST,Fair,Queens,-73.895873,40.732434,"maple, norway",acer platanoides
134-023 231 ST,Poor,Queens,-73.738865,40.67512,planting site,planting site
118 VINELAND AV,Fair,Staten Island,-74.184926,40.550399,"maple, norway",acer platanoides
108 FT GREENE PL,Good,Brooklyn,-73.976441,40.686359,ginkgo,ginkgo biloba
221-034 58 AV,Fair,Queens,-73.756403,40.751185,london planetree,platanus acerifolia
76-012 35 AV,Fair,Queens,-73.890137,40.751213,"maple, norway",acer platanoides
6825 BLISS TER,Fair,Brooklyn,-74.031945,40.637881,"maple, norway",acer platanoides
459 Avenue T,Fair,Brooklyn,-73.968146,40.599841,london planetree,platanus acerifolia
530 55 ST,Fair,Brooklyn,-74.012545,40.641891,"spruce, colorado",picea pungens
425 ETNA ST,Fair,Brooklyn,-73.868309,40.688173,"maple, silver",acer saccharinum
5-034 47 RD,Fair,Queens,-73.954921,40.745094,honeylocust,gleditsia triacanthos
217 BENEDICT AV,Poor,Staten Island,-74.130224,40.622577,"maple, norway",acer platanoides
1044 BARBEY ST,Fair,Brooklyn,-73.879981,40.657273,"maple, norway",acer platanoides
242 B 123 ST,Good,Queens,-73.845523,40.772284,"pear, callery",pyrus calleryana
56-014 197 ST,Fair,Queens,-73.779699,40.746009,london planetree,platanus acerifolia
84-032 259 ST,Good,Queens,-73.708966,40.736455,"maple, norway",acer platanoides
264-004 85 AV,Good,Queens,-73.703819,40.736063,ginkgo,ginkgo biloba
140-003 161 ST,Fair,Queens,-73.774738,40.67023,london planetree,platanus acerifolia
3004 RANDALL AV,Good,Bronx,-73.819955,40.827033,honeylocust,gleditsia triacanthos
627 EDISON AV,Fair,Bronx,-73.819726,40.825291,"maple, norway",acer platanoides
147-049 CHERRY AV,Fair,Queens,-73.815135,40.757761,"oak, pin",quercus palustris
70-011 68 ST,Fair,Queens,-73.885972,40.70484,london planetree,platanus acerifolia
955 E 93 ST,Fair,Brooklyn,-73.9084,40.645807,london planetree,platanus acerifolia
108-044 LIVERPOOL ST,Fair,Queens,-73.80081,40.690947,"linden, little leaf",tilia cordata
116-054 204 ST,Poor,Queens,-73.748922,40.696077,"maple, norway",acer platanoides
3200 PHILIP AV,Fair,Bronx,-73.818094,40.83056,sweetgum,liquidambar styraciflua
157-020 20 RD,Fair,Queens,-73.805527,40.77988,"zelkova, japanese",zelkova serrata
16 RODNEY ST,Fair,Brooklyn,-73.964502,40.702084,"maple, norway",acer platanoides
14-012 HARBOUR CT,Fair,Queens,-73.767701,40.608828,london planetree,platanus acerifolia
7918 80 ST,Fair,Queens,-73.888987,40.765397,"maple, norway",acer platanoides
33-043 86 ST,Fair,Queens,-73.881505,40.755162,"maple, norway",acer platanoides
90-006 181 ST,Fair,Queens,-73.780851,40.711117,london planetree,platanus acerifolia
67-002 152 ST,Poor,Queens,-73.817407,40.733886,london planetree,platanus acerifolia
1283 N RAILROAD AV,Fair,Staten Island,-74.11346,40.576489,london planetree,platanus acerifolia
866 44 ST,Fair,Brooklyn,-73.998742,40.643589,"maple, norway",acer platanoides
0 WILLIAMSBURG PL,Fair,Brooklyn,-73.962752,40.698072,london planetree,platanus acerifolia
119-010 14 AV,Poor,Queens,-73.84855,40.785905,"maple, norway",acer platanoides
134-028 226 ST,Poor,Queens,-73.744208,40.676843,"maple, norway",acer platanoides
20 ST PAULS PL,Fair,Brooklyn,-73.963876,40.653403,ginkgo,ginkgo biloba
2820 W 30 ST,Fair,Brooklyn,-73.996783,40.577153,honeylocust,gleditsia triacanthos
141 ST ANNS AV,Fair,Bronx,-73.919299,40.804248,"oak, pin",quercus palustris
69-047 CLOVERDALE BLVD,Fair,Queens,-73.74821,40.744221,london planetree,platanus acerifolia
64 CLASSON AV,Fair,Brooklyn,-73.961541,40.69901,"oak, pin",quercus palustris
107-035 MERRICK BLVD,Good,Queens,-73.787825,40.698955,"maple, norway",acer platanoides
125-003 152 AV,Fair,Queens,-73.816114,40.663948,"maple, norway",acer platanoides
4680 FIELDSTON RD,Fair,Bronx,-73.904507,40.894993,horsechestnut,aesculus hippocastanum
370 3 AV,Fair,Manhattan,-73.98138,40.741255,honeylocust,gleditsia triacanthos
2780 BROADWAY,Good,Manhattan,-73.967875,40.802299,apple,malus pumila
148 STECHER ST,Good,Staten Island,-74.187081,40.529942,"maple, norway",acer platanoides
10-028 147 ST,Fair,Queens,-73.820108,40.79102,"maple, norway",acer platanoides
2763 FISH AV,Fair,Bronx,-73.847168,40.866001,"linden, little leaf",tilia cordata
1861 77 ST,Fair,Brooklyn,-73.995958,40.611482,london planetree,platanus acerifolia
340 E 72 ST,Fair,Manhattan,-73.957391,40.768392,ginkgo,ginkgo biloba
2139 BOGART AV,Fair,Bronx,-73.861057,40.854926,"oak, willow",quercus phellos
81-008 218 ST,Fair,Queens,-73.751688,40.733392,"maple, norway",acer platanoides
708 BROADWAY,Good,Manhattan,-73.993918,40.728807,apple,malus pumila
70-053 SYBILLA ST,Fair,Queens,-73.85369,40.709011,"oak, pin",quercus palustris
26-045 9 ST,Good,Queens,-73.930713,40.774732,"linden, little leaf",tilia cordata
2934 HONE AV,Fair,Bronx,-73.857647,40.868301,london planetree,platanus acerifolia
88-016 204 ST,Fair,Queens,-73.760945,40.720072,ginkgo,ginkgo biloba
112 SCHLEY AV,Good,Staten Island,-74.149723,40.554127,"maple, red",acer rubrum
115-012 CURZON RD,Fair,Queens,-73.837195,40.704907,"linden, little leaf",tilia cordata
790 ESSEX ST,Fair,Brooklyn,-73.877828,40.664533,"maple, sugar",acer saccharum
22 MAY PL,Fair,Staten Island,-74.171548,40.540152,"oak, pin",quercus palustris
2040 BATCHELDER ST,Fair,Brooklyn,-73.939292,40.602071,london planetree,platanus acerifolia
85-011 LEFFERTS BLVD,Good,Queens,-73.832061,40.702634,"oak, pin",quercus palustris
12530 FLATLANDS AV,Poor,Brooklyn,-73.872351,40.658744,"ash, green",fraxinus pennsylvanica
148-066 262 PL,Fair,Queens,-73.725602,40.652845,"maple, norway",acer platanoides
14-038 30 AV,Poor,Queens,-73.929084,40.77048,london planetree,platanus acerifolia
2488 HOFFMAN ST,Good,Bronx,-73.886521,40.857932,honeylocust,gleditsia triacanthos
78 DECKER AV,Fair,Staten Island,-74.134625,40.630479,"maple, red",acer rubrum
243 MOUNT EDEN PKWY,Fair,Bronx,-73.907758,40.842703,"maple, sugar",acer saccharum
116-032 232 ST,Fair,Queens,-73.72915,40.692921,"ash, green",fraxinus pennsylvanica
2237 KINGSLAND AV,Fair,Bronx,-73.839092,40.858222,"maple, sugar",acer saccharum
1958 E 28 ST,Poor,Brooklyn,-73.944428,40.603454,london planetree,platanus acerifolia
43 B 67 ST,Fair,Queens,-73.897783,40.744378,london planetree,platanus acerifolia
472 ROBINSON AV,Fair,Staten Island,-74.158806,40.544832,"maple, red",acer rubrum
1136 ST LAWRENCE AV,Fair,Bronx,-73.866528,40.82847,"linden, little leaf",tilia cordata
954 JEROME ST,Fair,Brooklyn,-73.878762,40.657163,london planetree,platanus acerifolia
89-029 208 ST,Fair,Queens,-73.756446,40.720049,"elm, american",ulmus americana
30-001 148 ST,Good,Queens,-73.818427,40.771342,"maple, red",acer rubrum
624 W 156 ST,Poor,Manhattan,-73.945957,40.833694,planting site,planting site
2077 HERING AV,Fair,Bronx,-73.853645,40.85659,"elm, american",ulmus americana
14 WOOD CT,Good,Staten Island,-74.211621,40.549261,"maple, red",acer rubrum
1277 E 224 ST,Good,Bronx,-73.844518,40.881497,"oak, pin",quercus palustris
66-092 SELFRIDGE ST,Fair,Queens,-73.857086,40.716502,"oak, pin",quercus palustris
472 MEDINA ST,Fair,Staten Island,-74.11989,40.55963,london planetree,platanus acerifolia
35-007 156 ST,Fair,Queens,-73.808907,40.76574,"maple, norway",acer platanoides
341 9 AV,Fair,Manhattan,-73.998404,40.750508,"linden, little leaf",tilia cordata
963 76 ST,Good,Brooklyn,-74.015627,40.624276,london planetree,platanus acerifolia
3965 HILL AV,Poor,Bronx,-73.838792,40.89013,"maple, norway",acer platanoides
71-012 32 AV,Fair,Queens,-73.895854,40.756623,london planetree,platanus acerifolia
87-010 34 AV,Fair,Queens,-73.880282,40.754231,"maple, norway",acer platanoides
194-043 112 RD,Fair,Queens,-73.760433,40.700771,"maple, silver",acer saccharinum
10 PEARE PL,Fair,Staten Island,-74.084642,40.627629,"maple, norway",acer platanoides
93 BERTHA PL,Fair,Staten Island,-74.092306,40.624359,london planetree,platanus acerifolia
115-012 148 ST,Fair,Queens,-73.7945,40.683874,"maple, red",acer rubrum
72-041 52 AV,Fair,Queens,-73.890604,40.733693,"maple, silver",acer saccharinum
122 FINLEY AV,Fair,Staten Island,-74.104272,40.563419,"maple, norway",acer platanoides
24 CLETUS ST,Good,Staten Island,-74.097922,40.585925,"oak, pin",quercus palustris
137 BENTLEY ST,Poor,Staten Island,-74.25009,40.509416,"oak, pin",quercus palustris
222-005 133 AV,Fair,Queens,-73.746651,40.679602,"maple, red",acer rubrum
823 WASHINGTON AV,Fair,Brooklyn,-73.962592,40.671497,"oak, northern red",quercus rubra
1261 STADIUM AV,Poor,Bronx,-73.819408,40.838601,"linden, little leaf",tilia cordata
71-007 171 ST,Fair,Queens,-73.798711,40.730456,london planetree,platanus acerifolia
45 KEEGANS LA,Fair,Staten Island,-74.141113,40.552221,london planetree,platanus acerifolia
86-014 54 AV,Good,Queens,-73.878747,40.734536,"maple, norway",acer platanoides
82 CLARA ST,Fair,Brooklyn,-73.983105,40.643348,"maple, silver",acer saccharinum
100 WILLCOX ST,Fair,Staten Island,-74.152535,40.624204,"cherry, black",prunus serotina
82-016 34 AV,Good,Queens,-73.884877,40.753748,japanese pagoda tree,sophora japonica
271 COLLFIELD AV,Fair,Staten Island,-74.143521,40.614683,"pear, callery",pyrus calleryana
3115 CORLEAR AV,Fair,Bronx,-73.907462,40.880575,london planetree,platanus acerifolia
84-010 34 AV,Good,Queens,-73.88307,40.753938,"maple, norway",acer platanoides
25-002 79 ST,Fair,Queens,-73.889509,40.762697,"ash, green",fraxinus pennsylvanica
3310 KOSSUTH AV,Fair,Bronx,-73.882027,40.879251,honeylocust,gleditsia triacanthos
655 W 236 ST,Fair,Bronx,-73.913545,40.887124,"oak, pin",quercus palustris
136-025 41 AV,Good,Queens,-73.828695,40.758726,hackberry,celtis occidentalis
122-019 LINDEN BLVD,Fair,Queens,-73.817662,40.679556,"maple, norway",acer platanoides
132 PRESCOTT AV,Good,Staten Island,-74.110187,40.577574,london planetree,platanus acerifolia
3100 EASTCHESTER RD,Good,Bronx,-73.843548,40.871268,london planetree,platanus acerifolia
175 WOODS OF ARDEN RD,Poor,Staten Island,-74.16432,40.536486,"oak, pin",quercus palustris
389 BARLOW AV,Good,Staten Island,-74.161177,40.558001,"maple, red",acer rubrum
87-001 143 ST,Fair,Queens,-73.813057,40.706968,"linden, little leaf",tilia cordata
132-023 86 ST,Good,Queens,-73.85052,40.675177,"pear, callery",pyrus calleryana
51-065 CODWISE PL,Poor,Queens,-73.882869,40.735681,"maple, norway",acer platanoides
84-011 53 AV,Poor,Queens,-73.881496,40.733438,london planetree,platanus acerifolia
24-026 78 ST,Fair,Queens,-73.890705,40.76398,london planetree,platanus acerifolia
124-004 155 ST,Good,Queens,-73.786897,40.675832,"linden, little leaf",tilia cordata
321 WESTERVELT AV,Fair,Staten Island,-74.08198,40.640304,honeylocust,gleditsia triacanthos
109 GREENE AV,Fair,Brooklyn,-73.968046,40.686454,honeylocust,gleditsia triacanthos
227-008 108 AV,Poor,Queens,-73.729229,40.707278,"maple, norway",acer platanoides
53 E 11 ST,Fair,Manhattan,-73.992829,40.733097,ginkgo,ginkgo biloba
185-022 ILLION AV,Fair,Queens,-73.770122,40.697885,london planetree,platanus acerifolia
69 MASON BLVD,Good,Staten Island,-74.20877,40.544318,"pear, callery",pyrus calleryana
2357 E 1 ST,Fair,Brooklyn,-73.969473,40.591562,london planetree,platanus acerifolia
26 W 131 ST,Fair,Manhattan,-73.940326,40.810559,ginkgo,ginkgo biloba
34 GRAMERCY PARK E,Good,Manhattan,-73.98538,40.737341,ginkgo,ginkgo biloba
81-055 192 ST,Poor,Queens,-73.777226,40.72729,"pear, callery",pyrus calleryana
3696 BEDFORD AV,Fair,Brooklyn,-73.948934,40.61208,"maple, norway",acer platanoides
79-010 153 ST,Fair,Queens,-73.811095,40.720498,"maple, silver",acer saccharinum
114-091 230 ST,Fair,Queens,-73.728545,40.698195,london planetree,platanus acerifolia
