address,status,spc_latin,spc_common,boroname,latitude,longitude
47-10a SKILLMAN AVENUE,Fair,platanus acerifolia,london planetree,Queens,40.74642408,-73.91684221
854 WILCOX AVENUE,Fair,pyrus calleryana,"pear, callery",Bronx,40.83183091,-73.81805522
2831 UNIVERSITY AVENUE,Fair,platanus acerifolia,london planetree,Bronx,40.87231852,-73.8989782
112-05 178 PLACE,Fair,acer platanoides,"maple, norway",Queens,40.69647335,-73.77304691
3699 BAINBRIDGE AVENUE,Fair,acer campestre,"maple, hedge",Bronx,40.88645517,-73.87781063
239 WEST BROADWAY,Poor,tilia tomentosa,"linden, silver",Manhattan,40.71965142,-74.00595962
33-34 158 STREET,Fair,quercus palustris,"oak, pin",Queens,40.76782456,-73.80675708
327 HANCOCK STREET,Poor,crataegus species,"hawthorn, other",Brooklyn,40.68336258,-73.94289887
2525 ADAM C POWELL BOULEVARD,Good,gleditsia triacanthos,honeylocust,Manhattan,40.82249697,-73.93843654
137-75 45 AVENUE,Fair,prunus species,"cherry, other",Queens,40.75098387,-73.822802
7504 76 STREET,Poor,quercus palustris,"oak, pin",Brooklyn,40.63140522,-74.03081994
62-27 136 STREET,Fair,tilia cordata,"linden, little leaf",Queens,40.7407405,-73.83012235
25 BUFFALO STREET,Fair,pyrus calleryana,"pear, callery",Staten Island,40.56038126,-74.13408843
1825 EAST   48 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.61601951,-73.92851279
347 PLEASANT AVENUE,Fair,pyrus calleryana,"pear, callery",Manhattan,40.79658868,-73.93204615
167-16 43rd Ave,Good,acer saccharinum,"maple, silver",Queens,40.7583534,-73.7992946
36-26 193 STREET,Fair,acer saccharinum,"maple, silver",Queens,40.76351766,-73.7893121
67-93 FLEET STREET,Fair,platanus acerifolia,london planetree,Queens,40.718908,-73.85361581
2925 GOULDEN AVENUE,Fair,morus,mulberry,Bronx,40.87393743,-73.89538154
627 BAINBRIDGE STREET,Fair,quercus palustris,"oak, pin",Brooklyn,40.68312109,-73.91241423
3 WINTHROP PLACE,Fair,acer platanoides,"maple, norway",Staten Island,40.61444038,-74.12155458
67-48 230 STREET,Poor,liquidambar styraciflua,sweetgum,Queens,40.74715257,-73.74664031
258 23 STREET,Fair,acer platanoides,"maple, norway",Brooklyn,40.6596672,-73.99367811
2057 WASHINGTON AVENUE,Fair,prunus species,"cherry, other",Bronx,40.85050934,-73.89611963
182-35 MIDLAND PARKWAY,Fair,quercus palustris,"oak, pin",Queens,40.72172755,-73.78423478
740 HOME STREET,Fair,gleditsia triacanthos,honeylocust,Bronx,40.82825516,-73.90232968
62-59 110 STREET,Fair,platanus acerifolia,london planetree,Queens,40.73625402,-73.84869551
1274 STADIUM AVENUE,Poor,malus species,crabapple,Bronx,40.83857677,-73.81938117
102-11 AVENUE K,Fair,platanus acerifolia,london planetree,Brooklyn,40.64291842,-73.89308808
210 WEST   27 STREET,Fair,quercus palustris,"oak, pin",Manhattan,40.7468794,-73.99444576
21-02 81 STREET,Fair,gleditsia triacanthos,honeylocust,Queens,40.77061477,-73.88900564
70-04 170 STREET,Fair,platanus acerifolia,london planetree,Queens,40.73132901,-73.79957805
49-58 HORATIO PARKWAY,Fair,platanus acerifolia,london planetree,Queens,40.75849612,-73.75398969
54 GAYNOR STREET,Poor,liquidambar styraciflua,sweetgum,Staten Island,40.52512367,-74.2198427
137-86 75 ROAD,Fair,zelkova serrata,"zelkova, japanese",Queens,40.72275158,-73.82299251
128-02 SUTTER AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.67248855,-73.81045803
131-10 97 AVENUE,Poor,pyrus calleryana,"pear, callery",Queens,40.69401479,-73.81658136
766 GRAND STREET,Fair,tilia americana,"linden, american",Brooklyn,40.71175432,-73.94263287
2532 TIEMANN AVENUE,Fair,acer platanoides,"maple, norway",Bronx,40.86329852,-73.83797267
8016 COLONIAL ROAD,Good,platanus acerifolia,london planetree,Brooklyn,40.62891505,-74.03472917
497 NEPTUNE AVENUE,Fair,platanus acerifolia,london planetree,Brooklyn,40.57984551,-73.97239548
73-29 260 STREET,Fair,acer platanoides,"maple, norway",Queens,40.75035229,-73.71688476
241 TALBOT PLACE,Fair,morus,mulberry,Staten Island,40.62000559,-74.07478383
9717 ASTORIA BOULEVARD,Fair,pyrus calleryana,"pear, callery",Queens,40.76242585,-73.87184008
164-05 METCALF AVENUE,Fair,pyrus calleryana,"pear, callery",Queens,40.74720491,-73.80287946
140-18 33 AVENUE,Fair,quercus rubra,"oak, northern red",Queens,40.76777326,-73.82807866
1607 MULFORD AVENUE,Fair,pyrus calleryana,"pear, callery",Bronx,40.84390948,-73.83572845
106 WEST  143 STREET,Fair,ginkgo biloba,ginkgo,Manhattan,40.81936487,-73.93773492
1863 LAFAYETTE AVENUE,Good,acer rubrum,"maple, red",Bronx,40.82166648,-73.86090491
3901 SHORE PARKWAY SR NORTH,Fair,platanus acerifolia,london planetree,Brooklyn,40.58426055,-73.92601206
60 CHARLES STREET,Poor,pyrus calleryana,"pear, callery",Manhattan,40.7349261,-74.0028975
88-26 VANDERVEER STREET,Fair,platanus acerifolia,london planetree,Queens,40.72612793,-73.75052655
1749 TOPPING AVENUE,Fair,tilia cordata,"linden, little leaf",Bronx,40.84547555,-73.90570549
102-15 SEAVIEW AVENUE,Good,prunus species,"cherry, other",Brooklyn,40.62609158,-73.90084592
23 BACHE AVENUE,Fair,acer saccharinum,"maple, silver",Staten Island,40.57451664,-74.11412058
25-16 166 STREET,Good,acer saccharinum,"maple, silver",Queens,40.7741807,-73.79834428
1629 49 STREET,Fair,acer platanoides,"maple, norway",Brooklyn,40.63052497,-73.9846453
1011 FR CAPODANNO BOULEVARD,Good,platanus acerifolia,london planetree,Staten Island,40.5726729,-74.08831564
34-41 78 STREET,Poor,gleditsia triacanthos,honeylocust,Queens,40.75259513,-73.88860977
22220 92 AVENUE,Fair,platanus acerifolia,london planetree,Queens,40.72668244,-73.73459916
435 EAST  238 STREET,Poor,acer platanoides,"maple, norway",Bronx,40.90001234,-73.8641159
611 WEST  239 STREET,Good,platanus acerifolia,london planetree,Bronx,40.88960633,-73.91111141
333 EAST   92 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.65772018,-73.92288525
1525 SECOR AVENUE,Fair,platanus acerifolia,london planetree,Bronx,40.88456422,-73.83234601
244-04 THORNHILL AVENUE,Poor,pyrus calleryana,"pear, callery",Queens,40.75932105,-73.73847585
35 WEST    9 STREET,Good,ginkgo biloba,ginkgo,Manhattan,40.73336708,-73.99712783
2532 121 STREET,Good,acer platanoides,"maple, norway",Queens,40.77592465,-73.84720086
43-10 KISSENA BOULEVARD,Good,quercus palustris,"oak, pin",Queens,40.755172,-73.82435736
533 EAST   13 STREET,Fair,pyrus calleryana,"pear, callery",Manhattan,40.72936353,-73.97997537
162-55 12 AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.79099184,-73.79968735
120-07 233 STREET,Fair,acer platanoides,"maple, norway",Queens,40.68652459,-73.73147056
509 WEST  179 STREET,Fair,gleditsia triacanthos,honeylocust,Manhattan,40.84704504,-73.93240303
1824 ARTHUR AVENUE,Poor,acer platanoides,"maple, norway",Bronx,40.84389599,-73.89463727
267 EAST    9 STREET,Good,platanus acerifolia,london planetree,Brooklyn,40.64219028,-73.97042389
57-35 161 STREET,Good,quercus palustris,"oak, pin",Queens,40.74173935,-73.80730187
467 DURANT AVENUE,Fair,zelkova serrata,"zelkova, japanese",Staten Island,40.55030558,-74.14053449
3162 GRISWOLD AVENUE,Fair,acer platanoides,"maple, norway",Bronx,40.84421971,-73.82279941
1069 EAST  104 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.64422417,-73.8922608
8901 SHORE ROAD,Good,platanus acerifolia,london planetree,Brooklyn,40.62297066,-74.0405834
14523 11 AVENUE,Poor,acer platanoides,"maple, norway",Queens,40.7900909,-73.82096086
32 WEST   74 STREET,Poor,platanus acerifolia,london planetree,Manhattan,40.77796674,-73.97604678
555 OCEAN PARKWAY,Fair,quercus palustris,"oak, pin",Brooklyn,40.63484293,-73.97219979
144-47 SOUTH DRIVE,Poor,tilia americana,"linden, american",Queens,40.78985205,-73.82449338
1367 76 STREET,Fair,prunus cerasifera,"plum, purpleleaf",Brooklyn,40.61887966,-74.00667824
224-22 FAIRBURY AVENUE,Fair,tilia cordata,"linden, little leaf",Queens,40.72437536,-73.73159584
62-58 60 ROAD,Poor,acer platanoides,"maple, norway",Queens,40.71635931,-73.90111565
87-10 34 AVENUE,Good,pyrus calleryana,"pear, callery",Queens,40.75423897,-73.88013939
58-18 213 STREET,Good,acer pseudoplatanus,"maple, sycamore",Queens,40.74829735,-73.76486181
6632 AVENUE L,Fair,tilia cordata,"linden, little leaf",Brooklyn,40.62457833,-73.91708408
45 VICTORY BOULEVARD,Fair,acer rubrum,"maple, red",Staten Island,40.63787533,-74.07719631
123 EINSTEIN LOOP EAST,Poor,acer rubrum,"maple, red",Bronx,40.86469086,-73.82174702
265-04 85 AVENUE,Good,ginkgo biloba,ginkgo,Queens,40.73626642,-73.70282842
820 LANETT AVENUE,Fair,platanus acerifolia,london planetree,Queens,40.59918854,-73.7437844
455 EAST   52 STREET,Fair,taxodium distichum,baldcypress,Brooklyn,40.64946455,-73.92817064
95-20 222 STREET,Fair,quercus palustris,"oak, pin",Queens,40.7199411,-73.73214762
133-01 122 PLACE,Fair,acer platanoides,"maple, norway",Queens,40.67141996,-73.81670118
163 DURANT AVENUE,Good,platanus acerifolia,london planetree,Staten Island,40.55538161,-74.13288005
156-11 97 STREET,Fair,acer platanoides,"maple, norway",Queens,40.66342717,-73.83675325
56-28 MAIN STREET,Fair,platanus acerifolia,london planetree,Queens,40.74784334,-73.82605128
46-02 104 STREET,Fair,pyrus calleryana,"pear, callery",Queens,40.7462865,-73.8598605
233 EAST   25 STREET,Good,ginkgo biloba,ginkgo,Manhattan,40.73976363,-73.98135795
195-02 69 AVENUE,Good,quercus palustris,"oak, pin",Queens,40.73692168,-73.77799707
25-47 150 STREET,Fair,platanus acerifolia,london planetree,Queens,40.77483457,-73.81507342
185 ST GEORGE'S CRESCENT,Poor,robinia pseudoacacia,black locust,Bronx,40.8761915,-73.88457697
14-30 BROADWAY,Good,gleditsia triacanthos,honeylocust,Queens,40.76617232,-73.93342372
2341 3 AVENUE,Fair,tilia americana,"linden, american",Manhattan,40.80508794,-73.93478992
51-08 94 STREET,Fair,acer platanoides,"maple, norway",Queens,40.74038527,-73.86918682
34-34 74 STREET,Fair,gleditsia triacanthos,honeylocust,Queens,40.7522007,-73.89234964
160-05 92 STREET,Fair,tilia cordata,"linden, little leaf",Queens,40.65711102,-73.84038005
175-09 JAMAICA AVENUE,Fair,ginkgo biloba,ginkgo,Queens,40.70793912,-73.78492505
10-11 43 AVENUE,Fair,gleditsia triacanthos,honeylocust,Queens,40.75216821,-73.94868692
47-40 190 STREET,Good,acer saccharinum,"maple, silver",Queens,40.74925746,-73.78865342
2400 BROADWAY,Poor,malus species,crabapple,Manhattan,40.78967839,-73.97540337
2201 CATON AVENUE,Good,ailanthus altissima,tree of heaven,Brooklyn,40.65292916,-73.95706665
245 WESTMINSTER ROAD,Fair,tilia cordata,"linden, little leaf",Brooklyn,40.64286748,-73.96756972
44 WESTBURY AVENUE,Good,malus species,crabapple,Staten Island,40.63798897,-74.10370447
80-17 88 AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.69011375,-73.8611577
108-01 FLATLANDS    8 STREET,Fair,acer platanoides          crimson king,"maple, norway-cr kng",Brooklyn,40.64135601,-73.88395265
2812 BRONX PARK EAST,Fair,quercus palustris,"oak, pin",Bronx,40.86694335,-73.87045277
129 CAMDEN AVENUE,Good,pyrus calleryana,"pear, callery",Staten Island,40.50879908,-74.22883334
27 HUNTINGTON STREET,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.6775632,-74.00516631
350 ALBOURNE AVENUE,Fair,pyrus calleryana,"pear, callery",Staten Island,40.52938952,-74.203241
82 WESTERVELT AVENUE,Good,pyrus calleryana,"pear, callery",Staten Island,40.64559581,-74.08578881
1015 EAST  103 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.6444589,-73.8937991
612 UNION AVENUE,Fair,tilia cordata,"linden, little leaf",Bronx,40.81412467,-73.90481063
1163 66 STREET,Good,taxodium distichum,baldcypress,Brooklyn,40.62725683,-74.00524167
200 PLATINUM AVENUE,Poor,quercus palustris,"oak, pin",Staten Island,40.57869393,-74.16801112
1665 BRYANT AVENUE,Fair,quercus rubra,"oak, northern red",Bronx,40.83510739,-73.88594198
159-27 260 STREET,Fair,platanus acerifolia,london planetree,Queens,40.76077391,-73.72183032
158 STEINWAY AVENUE,Good,prunus species,"cherry, other",Staten Island,40.59305049,-74.16141839
1051 QUINCY AVENUE,Fair,acer saccharinum,"maple, silver",Bronx,40.8306932,-73.82971924
70-20 66 STREET,Fair,acer platanoides,"maple, norway",Queens,40.70379681,-73.88937297
1 NY TIMES PLAZA,Fair,fraxinus pennsylvanica,"ash, green",Queens,40.77839191,-73.82756741
812 FAILE STREET,Fair,gleditsia triacanthos,honeylocust,Bronx,40.81725149,-73.88719371
249 EAST   78 STREET,Fair,fraxinus pennsylvanica,"ash, green",Manhattan,40.77314133,-73.95668226
49 EAST   19 STREET,Fair,zelkova serrata,"zelkova, japanese",Manhattan,40.73818366,-73.98920692
19205 47 AVENUE,Good,ulmus americana,"elm, american",Queens,40.75202425,-73.78869156
234 FOREST ROAD,Good,fraxinus pennsylvanica,"ash, green",Queens,40.77314974,-73.74862101
212-29 HILLSIDE AVENUE,Fair,robinia pseudoacacia,black locust,Queens,40.7252143,-73.75325028
1272 56 STREET,Good,zelkova serrata,"zelkova, japanese",Brooklyn,40.63154702,-73.99694126
209-56 46 road,Fair,quercus palustris,"oak, pin",Queens,40.7566575,-73.77149549
56-52 196 STREET,Fair,acer saccharinum,"maple, silver",Queens,40.74562454,-73.7819018
715 WEST  172 STREET,Good,quercus rubra,"oak, northern red",Manhattan,40.8448953,-73.94127473
195 8 AVENUE,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.67047914,-73.97525987
101-10 FOSTER AVENUE,Fair,platanus acerifolia,london planetree,Brooklyn,40.62770466,-73.97632047
88-54 RANSOM STREET,Fair,styphnolobium japonicum,japanese pagoda tree,Queens,40.72947758,-73.73501738
5410 6 AVENUE,Good,zelkova serrata,"zelkova, japanese",Brooklyn,40.64141682,-74.01058285
87 COMMERCE STREET,Fair,gleditsia triacanthos,honeylocust,Staten Island,40.61174421,-74.16794663
245-36 149 AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.65301622,-73.73862588
983 SOUTHERN BOULEVARD,Fair,ginkgo biloba,ginkgo,Bronx,40.82199598,-73.89173813
66-71 71 STREET,Fair,platanus acerifolia,london planetree,Queens,40.71289346,-73.88428621
80-55 TRYON PLACE,Good,acer platanoides,"maple, norway",Queens,40.72366599,-73.7890232
96-02 68 AVENUE,Poor,ulmus parvifolia,"elm, chinese",Queens,40.71832647,-73.85389846
1298 ARTHUR KILL ROAD,Poor,acer rubrum,"maple, red",Staten Island,40.56522547,-74.18392883
2128 HUGHES AVENUE,Poor,acer platanoides,"maple, norway",Bronx,40.8501219,-73.88973686
504 MC CLEAN AVENUE,Fair,taxodium distichum,baldcypress,Staten Island,40.5946066,-74.07689783
1103 FR CAPODANNO BOULEVARD,Fair,crataegus species,"hawthorn, other",Staten Island,40.57058242,-74.09047616
78-02 76 STREET,Good,acer rubrum,"maple, red",Queens,40.70425777,-73.87324671
670 FRESH MEADOW LANE,Poor,acer platanoides,"maple, norway",Queens,40.74959499,-73.79477303
300 EAST   64 STREET,Good,pyrus calleryana,"pear, callery",Manhattan,40.76357769,-73.96171346
183-32 DALNY ROAD,Fair,fraxinus pennsylvanica,"ash, green",Queens,40.71594322,-73.77931147
516 CARLTON AVENUE,Good,gleditsia triacanthos,honeylocust,Brooklyn,40.68150662,-73.970904
214-27 WHITEHALL TERRACE,Fair,tilia cordata,"linden, little leaf",Queens,40.72757406,-73.75036239
1310 SHERIDAN AVENUE,Poor,zelkova serrata,"zelkova, japanese",Bronx,40.8366771,-73.91413465
177 CHAUNCEY STREET,Fair,tilia tomentosa,"linden, silver",Brooklyn,40.68059017,-73.92789916
30-99 STEINWAY STREET,Fair,gleditsia triacanthos,honeylocust,Queens,40.76170129,-73.91676899
40 EAST   43 STREET,Good,quercus palustris,"oak, pin",Brooklyn,40.65526152,-73.93756732
101 MADOC AVENUE,Fair,acer platanoides          crimson king,"maple, norway-cr kng",Brooklyn,40.58605563,-73.92433777
170-07 65 AVENUE,Good,gleditsia triacanthos,honeylocust,Queens,40.73656516,-73.79908599
29-43 201 STREET,Fair,malus species,crabapple,Queens,40.77105688,-73.78898137
48-30 BELL BOULEVARD,Good,fraxinus pennsylvanica,"ash, green",Queens,40.7553366,-73.76704595
8912 ALBERT ROAD,Fair,acer platanoides,"maple, norway",Queens,40.67157808,-73.84591503
121-01 153 STREET,Fair,ailanthus altissima,tree of heaven,Queens,40.67758884,-73.78867865
140 BARUCH PLACE,Good,koelreuteria paniculata,goldenrain tree,Manhattan,40.71874067,-73.97654786
176 HICKS STREET,Good,platanus acerifolia,london planetree,Brooklyn,40.69625237,-73.99539482
160-10 59 AVENUE,Fair,tilia cordata,"linden, little leaf",Queens,40.74051393,-73.80819315
167-15 12 AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.79139812,-73.79658393
620 SHELDON AVENUE,Fair,pyrus calleryana,"pear, callery",Staten Island,40.54133696,-74.19578292
814 EAST   48 STREET,Fair,acer platanoides,"maple, norway",Brooklyn,40.64091638,-73.93118496
90-15 QUEENS BOULEVARD,Good,gleditsia triacanthos,honeylocust,Queens,40.73396819,-73.87176492
723 BROADWAY,Fair,prunus species,"cherry, other",Staten Island,40.6231553,-74.11330317
165 COFFEY STREET,Fair,prunus cerasifera,"plum, purpleleaf",Brooklyn,40.67751554,-74.01602888
2018 CONTINENTAL AVENUE,Poor,catalpa,catalpa,Bronx,40.85262642,-73.82986551
1181 NEILL AVENUE,Fair,gleditsia triacanthos,honeylocust,Bronx,40.85502367,-73.85262218
4747 DELAFIELD AVENUE,Fair,acer platanoides,"maple, norway",Bronx,40.89707969,-73.90709361
643 EAST   18 STREET,Good,platanus acerifolia,london planetree,Brooklyn,40.63481748,-73.96029211
50-48 194 STREET,Poor,platanus acerifolia,london planetree,Queens,40.74844144,-73.78523459
5908 SUMMERFIELD STREET,Good,zelkova serrata,"zelkova, japanese",Queens,40.69959404,-73.89769998
181 SCHURZ AVENUE,Fair,acer ginnala,"maple, amur",Bronx,40.81196394,-73.82663098
3887 BEDFORD AVENUE,Fair,quercus bicolor,"oak, swamp white",Brooklyn,40.60749094,-73.94805262
29 BROOKLYN AVENUE,Fair,pyrus calleryana,"pear, callery",Brooklyn,40.67897975,-73.94407074
127 EAST   56 STREET,Good,quercus acutissima,"oak, sawtooth",Manhattan,40.7604951,-73.97017643
19 NOEL STREET,Fair,pyrus calleryana,"pear, callery",Staten Island,40.5328666,-74.16223355
4223 NAPIER AVENUE,Fair,ulmus parvifolia,"elm, chinese",Bronx,40.89619286,-73.87481947
235 EAST    4 STREET,Fair,ulmus parvifolia,"elm, chinese",Brooklyn,40.64653679,-73.97704531
89-06 138 STREET,Fair,acer pseudoplatanus,"maple, sycamore",Queens,40.70129865,-73.81439019
3009 BROADWAY,Good,quercus palustris,"oak, pin",Manhattan,40.80956878,-73.96277433
309 EAST  164 STREET,Fair,cercis canadensis,"redbud, eastern",Bronx,40.82788412,-73.91559496
85 BARTLETT STREET,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.70202808,-73.94509009
7-24 CLINTONVILLE STREET,Good,acer platanoides,"maple, norway",Queens,40.79483878,-73.81371406
231-03 128 AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.68338598,-73.73444697
67-63 WOODHAVEN BOULEVARD,Good,acer platanoides,"maple, norway",Queens,40.71583202,-73.86098509
117 O'GORMAN AVENUE,Fair,prunus cerasifera,"plum, purpleleaf",Staten Island,40.55730287,-74.13297743
1704 AVENUE J,Good,fraxinus pennsylvanica,"ash, green",Brooklyn,40.62539977,-73.95932867
23-03 157 STREET,Fair,acer platanoides,"maple, norway",Queens,40.77715061,-73.80640145
2169 EAST   27 STREET,Fair,acer rubrum,"maple, red",Brooklyn,40.59856591,-73.94443698
1949 CROSS BRONX EXPRESSWAY,Good,platanus acerifolia,london planetree,Bronx,40.83273777,-73.85791134
101 AUDUBON AVENUE,Poor,quercus palustris,"oak, pin",Manhattan,40.84191795,-73.93730541
492 WEST  238 STREET,Good,styphnolobium japonicum,japanese pagoda tree,Bronx,40.88771746,-73.90696203
622 WASHINGTON STREET,Fair,quercus palustris,"oak, pin",Manhattan,40.73145094,-74.00887967
1339 EAST   51 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.62801593,-73.92682835
159 CORNELIA STREET,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.69127461,-73.91447335
69-29 HARROW STREET,Fair,acer platanoides,"maple, norway",Queens,40.71651447,-73.85139893
25524 75 AVENUE,Good,platanus acerifolia,london planetree,Queens,40.74746717,-73.71451145
3056 KINGSBRIDGE TERRACE,Fair,gleditsia triacanthos,honeylocust,Bronx,40.87708494,-73.90085492
157-36 20 ROAD,Fair,acer platanoides,"maple, norway",Queens,40.77988577,-73.80560274
200 BARD AVENUE,Good,cornus florida,"dogwood, flowering",Staten Island,40.63961307,-74.10757682
57-12 141 STREET,Fair,acer platanoides,"maple, norway",Queens,40.74591734,-73.82477874
